smell,type,value,head,fea_num,features
complex-class,agreement,0.0,changehistory,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
complex-class,agreement,1.0,cohesion,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
complex-class,agreement,0.47058823529411764,size,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
complex-class,agreement,0.059322033898305086,complexity,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
complex-class,agreement,0.08823529411764706,production,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
complex-class,agreement,0.0,testing,2,"{'CBO': 254, 'C3': 213, 'RFC': 74, 'NIM_type': 15, 'NOCS_package': 6, 'is_procedural': 6, 'NOAM_type': 4, 'number_final_not_static_methods': 3, 'WOC_type': 2, 'LOC': 1, 'TCC_type': 1, 'num_static_not_final_attributes': 1, 'num_final_not_static_attributes': 1, 'number_constructor_NotDefaultConstructor_methods': 1}"
spaghetti-code,agreement,0.5979381443298969,all,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,entropy,1.363251785980141,all,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,0.3333333333333333,coupling,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,1.0,changehistory,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,1.0,cohesion,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,0.9367088607594937,size,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,0.15254237288135594,complexity,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,0.0,production,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
spaghetti-code,agreement,0.0,testing,3,"{'C3': 212, 'NOM_package': 73, 'NOCS_package': 40, 'NOC_type': 36, 'number_constructor_DefaultConstructor_methods': 34, 'LOC': 27, 'number_constructor_NotDefaultConstructor_methods': 20, 'number_final_not_static_methods': 17, 'number_private_visibility_attributes': 17, 'MPC': 15, 'number_final_methods': 15, 'is_controller': 14, 'number_package_visibility_methods': 14, 'number_protected_visibility_attributes': 13, 'number_abstract_methods': 12, 'CFNAMM_type': 12, 'number_package_visibility_attributes': 12, 'number-committors': 12, 'CBO': 11, 'RFC': 11, 'number_final_static_methods': 9, 'WOC_type': 9, 'WMC': 9, 'Avg-commit-size': 8, 'avg.dev.scattering': 8, 'number_private_visibility_methods': 7, 'num_static_not_final_attributes': 7, 'DIT_type': 7, 'TCC_type': 7, 'number_protected_visibility_methods': 7, 'NOI_package': 6, 'WMCNAMM_type': 6, 'LCOM5_type': 5, 'number-changes': 5, 'number_not_final_not_static_methods': 5, 'isStatic_type': 5, 'num_final_static_attributes': 3, 'num_not_final_not_static_attributes': 3, 'NOPA_type': 3, 'persistance': 2, 'ATFD_type': 2, 'num_final_not_static_attributes': 2, 'NIM_type': 2, 'is_test': 2, 'is_util': 1}"
blob,agreement,0.3350253807106599,all,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,entropy,1.494361738791354,all,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,1.0,coupling,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,0.0,changehistory,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,0.14285714285714285,cohesion,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,1.0,size,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,0.7307692307692307,complexity,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,0.0,production,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
blob,agreement,0.0,testing,3,"{'RFC': 128, 'LOC': 109, 'C3': 109, 'WMC': 72, 'CBO': 61, 'NOCS_package': 16, 'WOC_type': 9, 'num_final_static_attributes': 6, 'NOAM_type': 5, 'NOI_package': 3, 'TCC_type': 2, 'Readability': 2, 'MPC': 2, 'is_controller': 2, 'num_final_not_static_attributes': 2, 'ATFD_type': 2, 'number_abstract_methods': 1, 'NOII_type': 1, 'num_static_not_final_attributes': 1, 'NOPA_type': 1}"
shotgun-surgery,agreement,0.17791411042944785,all,3,"{'Avg-commit-size': 290, 'persistance': 131, 'is_test': 86, 'avg.dev.scattering': 57, 'NOCS_package': 41, 'TCC_type': 38, 'MPC': 20, 'LOCNAMM_type': 18, 'number_constructor_NotDefaultConstructor_methods': 17, 'CBO': 14, 'WOC_type': 13, 'CFNAMM_type': 13, 'number_standard_design_methods': 11, 'number_private_visibility_methods': 11, 'number_abstract_methods': 10, 'NOPA_type': 9, 'WMC': 8, 'number-committors': 7, 'NOI_package': 7, 'number_constructor_DefaultConstructor_methods': 7, 'Readability': 6, 'NOC_type': 6, 'number_static_methods': 6, 'LOC': 6, 'number_package_visibility_attributes': 5, 'number_not_final_not_static_methods': 5, 'number_not_abstract_not_final_methods': 5, 'C3': 5, 'num_not_final_not_static_attributes': 4, 'num_static_attributes': 4, 'LOC_package': 4, 'number_final_static_methods': 3, 'WMCNAMM_type': 3, 'NOMNAMM_package': 2, 'num_final_static_attributes': 2, 'LCOM5_type': 2, 'isStatic_type': 1, 'FANOUT_type': 1, 'NOMNAMM_type': 1, 'num_final_not_static_attributes': 1, 'number_package_visibility_methods': 1, 'number_protected_visibility_attributes': 1, 'NOM_package': 1, 'NOAM_type': 1, 'number_protected_visibility_methods': 1}"
shotgun-surgery,entropy,1.4091458590785193,all,3,"{'Avg-commit-size': 290, 'persistance': 131, 'is_test': 86, 'avg.dev.scattering': 57, 'NOCS_package': 41, 'TCC_type': 38, 'MPC': 20, 'LOCNAMM_type': 18, 'number_constructor_NotDefaultConstructor_methods': 17, 'CBO': 14, 'WOC_type': 13, 'CFNAMM_type': 13, 'number_standard_design_methods': 11, 'number_private_visibility_methods': 11, 'number_abstract_methods': 10, 'NOPA_type': 9, 'WMC': 8, 'number-committors': 7, 'NOI_package': 7, 'number_constructor_DefaultConstructor_methods': 7, 'Readability': 6, 'NOC_type': 6, 'number_static_methods': 6, 'LOC': 6, 'number_package_visibility_attributes': 5, 'number_not_final_not_static_methods': 5, 'number_not_abstract_not_final_methods': 5, 'C3': 5, 'num_not_final_not_static_attributes': 4, 'num_static_attributes': 4, 'LOC_package': 4, 'number_final_static_methods': 3, 'WMCNAMM_type': 3, 'NOMNAMM_package': 2, 'num_final_static_attributes': 2, 'LCOM5_type': 2, 'isStatic_type': 1, 'FANOUT_type': 1, 'NOMNAMM_type': 1, 'num_final_not_static_attributes': 1, 'number_package_visibility_methods': 1, 'number_protected_visibility_attributes': 1, 'NOM_package': 1, 'NOAM_type': 1, 'number_protected_visibility_methods': 1}"
shotgun-surgery,agreement,0.13903743315508021,coupling,3,"{'Avg-commit-size': 290, 'persistance': 131, 'is_test': 86, 'avg.dev.scattering': 57, 'NOCS_package': 41, 'TCC_type': 38, 'MPC': 20, 'LOCNAMM_type': 18, 'number_constructor_NotDefaultConstructor_methods': 17, 'CBO': 14, 'WOC_type': 13, 'CFNAMM_type': 13, 'number_standard_design_methods': 11, 'number_private_visibility_methods': 11, 'number_abstract_methods': 10, 'NOPA_type': 9, 'WMC': 8, 'number-committors': 7, 'NOI_package': 7, 'number_constructor_DefaultConstructor_methods': 7, 'Readability': 6, 'NOC_type': 6, 'number_static_methods': 6, 'LOC': 6, 'number_package_visibility_attributes': 5, 'number_not_final_not_static_methods': 5, 'number_not_abstract_not_final_methods': 5, 'C3': 5, 'num_not_final_not_static_attributes': 4, 'num_static_attributes': 4, 'LOC_package': 4, 'number_final_static_methods': 3, 'WMCNAMM_type': 3, 'NOMNAMM_package': 2, 'num_final_static_attributes': 2, 'LCOM5_type': 2, 'isStatic_type': 1, 'FANOUT_type': 1, 'NOMNAMM_type': 1, 'num_final_not_static_attributes': 1, 'number_package_visibility_methods': 1, 'number_protected_visibility_attributes': 1, 'NOM_package': 1, 'NOAM_type': 1, 'number_protected_visibility_methods': 1}"
shotgun-surgery,agreement,1.0,changehistory,3,"{'Avg-commit-size': 290, 'persistance': 131, 'is_test': 86, 'avg.dev.scattering': 57, 'NOCS_package': 41, 'TCC_type': 38, 'MPC': 20, 'LOCNAMM_type': 18, 'number_constructor_NotDefaultConstructor_methods': 17, 'CBO': 14, 'WOC_type': 13, 'CFNAMM_type': 13, 'number_standard_design_methods': 11, 'number_private_visibility_methods': 11, 'number_abstract_methods': 10, 'NOPA_type': 9, 'WMC': 8, 'number-committors': 7, 'NOI_package': 7, 'number_constructor_DefaultConstructor_methods': 7, 'Readability': 6, 'NOC_type': 6, 'number_static_methods': 6, 'LOC': 6, 'number_package_visibility_attributes': 5, 'number_not_final_not_static_methods': 5, 'number_not_abstract_not_final_methods': 5, 'C3': 5, 'num_not_final_not_static_attributes': 4, 'num_static_attributes': 4, 'LOC_package': 4, 'number_final_static_methods': 3, 'WMCNAMM_type': 3, 'NOMNAMM_package': 2, 'num_final_static_attributes': 2, 'LCOM5_type': 2, 'isStatic_type': 1, 'FANOUT_type': 1, 'NOMNAMM_type': 1, 'num_final_not_static_attributes': 1, 'number_package_visibility_methods': 1, 'number_protected_visibility_attributes': 1, 'NOM_package': 1, 'NOAM_type': 1, 'number_protected_visibility_methods': 1}"
shotgun-surgery,agreement,0.14285714285714285,cohesion,3,"{'Avg-commit-size': 290, 'persistance': 131, 'is_test': 86, 'avg.dev.scattering': 57, 'NOCS_package': 41, 'TCC_type': 38, 'MPC': 20, 'LOCNAMM_type': 18, 'number_constructor_NotDefaultConstructor_methods': 17, 'CBO': 14, 'WOC_type': 13, 'CFNAMM_type': 13, 'number_standard_design_methods': 11, 'number_private_visibility_methods': 11, 'number_abstract_methods': 10, 'NOPA_type': 9, 'WMC': 8, 'number-committors': 7, 'NOI_package': 7, 'number_constructor_DefaultConstructor_methods': 7, 'Readability': 6, 'NOC_type': 6, 'number_static_methods': 6, 'LOC': 6, 'number_package_visibility_attributes': 5, 'number_not_final_not_static_methods': 5, 'number_not_abstract_not_final_methods': 5, 'C3': 5, 'num_not_final_not_static_attributes': 4, 'num_static_attributes': 4, 'LOC_package': 4, 'number_final_static_methods': 3, 'WMCNAMM_type': 3, 'NOMNAMM_package': 2, 'num_final_static_attributes': 2, 'LCOM5_type': 2, 'isStatic_type': 1, 'FANOUT_type': 1, 'NOMNAMM_type': 1, 'num_final_not_static_attributes': 1, 'number_package_visibility_methods': 1, 'number_protected_visibility_attributes': 1, 'NOM_package': 1, 'NOAM_type': 1, 'number_protected_visibility_methods': 1}"
